City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
226,concarneau,47.875,-3.9225,72.05,56,6,15.39,FR,1629123588
227,narsaq,60.9167,-46.05,48.42,98,100,2.51,GL,1629123096
228,nanortalik,60.1432,-45.2371,47.68,98,100,11.61,GL,1629123410
229,pisco,-13.7,-76.2167,61.02,88,90,2.3,PE,1629123064
230,nuuk,64.1835,-51.7216,50.61,93,75,3.44,GL,1629123320
231,purificacion,3.8587,-74.9313,79.3,73,50,1.59,CO,1629123588
232,mezen,65.8522,44.24,53.64,95,96,7.65,RU,1629123588
233,biak,-0.9131,122.8766,75.79,83,39,6.24,ID,1629123589
234,pignon,19.3333,-72.1167,80.33,68,84,9.26,HT,1629123589
235,saint-francois,46.4154,3.9054,70.18,60,75,10.36,FR,1629123589
236,kaitangata,-46.2817,169.8464,42.19,94,100,3.91,NZ,1629123590
237,broome,42.2506,-75.833,72.18,74,1,1.01,US,1629123134
238,porto novo,6.4965,2.6036,84.02,62,97,12.77,BJ,1629123444
239,tupik,54.4253,119.9327,61.41,79,100,5.46,RU,1629123590
240,jalingo,8.8833,11.3667,82.02,77,100,4.45,NG,1629123590
241,coxim,-18.5067,-54.76,92.98,19,0,6.38,BR,1629123311
242,praia,14.9215,-23.5087,84.74,74,20,10.36,CV,1629123511
243,tiznit,29.5833,-9.5,107.08,9,27,7.92,MA,1629123591
244,grindavik,63.8424,-22.4338,56.55,94,90,10.36,IS,1629123151
245,rosa zarate,0.3333,-79.4667,73.54,88,100,2.35,EC,1629123372
246,ahipara,-35.1667,173.1667,53.33,87,4,11.43,NZ,1629123102
247,pevek,69.7008,170.3133,33.12,96,98,6.15,RU,1629123397
248,zhigansk,66.7697,123.3711,50.05,68,5,8.23,RU,1629123072
249,rovaniemi,66.5,25.7167,53.01,76,90,8.05,FI,1629123395
250,dailly,46.2,7.0333,83.37,79,98,5.77,CH,1629123591
251,constitucion,-35.3333,-72.4167,52.43,96,100,24.94,CL,1629123387
252,ostrovnoy,68.0531,39.5131,47.08,78,100,14.79,RU,1629123592
253,port lincoln,-34.7333,135.8667,54.36,74,100,7.02,AU,1629123159
254,san cristobal,7.7669,-72.225,78.98,75,96,5.23,VE,1629123056
255,qianan,44.9932,124.0581,66.54,81,77,4.92,CN,1629123592
256,cidreira,-30.1811,-50.2056,63.99,78,0,6.53,BR,1629123394
257,kruisfontein,-34.0033,24.7314,78.89,37,31,6.24,ZA,1629123153
258,mogadishu,2.0371,45.3438,77.58,79,13,21.41,SO,1629123505
259,kavaratti,10.5669,72.642,81.86,80,100,16.42,IN,1629123593
260,san quintin,30.4833,-115.95,70.29,88,49,2.91,MX,1629123593
261,katsuura,35.1333,140.3,71.71,95,100,8.86,JP,1629123404
262,lewiston,44.1003,-70.2148,74.86,60,1,0.0,US,1629123521
263,bonneville,46.0802,6.4073,71.28,89,96,4.32,FR,1629123593
264,touros,-5.1989,-35.4608,86.9,50,45,19.04,BR,1629123414
265,warrnambool,-38.3833,142.4833,50.81,81,88,15.88,AU,1629123594
266,sakaiminato,35.55,133.2333,71.58,94,90,4.61,JP,1629123594
267,baykalsk,51.5058,104.1469,57.54,87,100,3.74,RU,1629123594
268,ventspils,57.3894,21.5606,67.93,77,0,1.14,LV,1629123595
269,araouane,18.9048,-3.5265,101.43,27,5,6.76,ML,1629123595
270,amalapuram,16.5833,82.0167,82.78,98,100,5.55,IN,1629123595
271,balkanabat,39.5108,54.3671,95.5,9,0,14.14,TM,1629123595
272,kiruna,67.8557,20.2251,52.72,58,40,2.3,SE,1629123596
273,gloversville,43.0528,-74.3438,69.19,82,1,1.99,US,1629123596
274,chabahar,25.2919,60.643,81.14,79,9,15.77,IR,1629123596
275,hamilton,39.1834,-84.5333,72.0,93,90,1.01,US,1629123441
276,maragogi,-9.0122,-35.2225,78.22,67,90,13.82,BR,1629123597
277,the valley,18.217,-63.0578,87.66,74,20,18.41,AI,1629123434
278,grand gaube,-20.0064,57.6608,70.38,65,10,7.0,MU,1629123114
279,greenfield,42.9614,-88.0126,74.01,71,20,1.01,US,1629123597
280,mantua,45.1667,10.7833,98.1,21,0,7.27,IT,1629123597
281,cayenne,4.9333,-52.3333,86.09,74,75,1.99,GF,1629123598
282,okhotsk,59.3833,143.3,59.65,96,93,7.63,RU,1629123598
283,road town,18.4167,-64.6167,86.2,79,40,12.66,VG,1629123406
